download_count,project,download_percentage
38476494,pycryptodome,0.07449764626996079
38275564,pymongo,0.07410860843129953
37986377,nodeenv,0.07354868863112565
37846650,aiofiles,0.07327815117986092
37831871,mpmath,0.0732495362880201
37648801,pytest-xdist,0.0728950787300461
37374202,arrow,0.07236340401020065
37268102,opentelemetry-exporter-otlp,0.07215797468316157
37259831,watchdog,0.07214196048934499
37252269,shapely,0.07212731905135188
36772017,pyrsistent,0.07119746188670374
36768838,scramp,0.07119130675163628
36361071,email-validator,0.07040179402403268
36209253,debugpy,0.07010784614870358
36038798,python-slugify,0.0697778135762206
36027586,lz4,0.06975610505958758
35999714,future,0.06970213968538182
35612844,datadog,0.06895308743513105
35428776,google-cloud-pubsub,0.06859669756360016
35327197,opentelemetry-instrumentation,0.06840002173314493
35279493,pyspark,0.06830765791960042
35026959,backports-tarfile,0.06781870514227256
34863549,jsonpatch,0.06750231299965755
34820447,aioitertools,0.06741885951375709
34356307,jiter,0.06652019817679276
33774151,pygithub,0.06539303592126254
33643692,identify,0.06514044304118535
33318676,jupyter-client,0.06451115163537073
33304538,jsonpath-ng,0.06448377783871023
33191042,jupyter-core,0.06426402848054222
33013965,pytest-asyncio,0.06392117448483914
32959912,jupyterlab,0.06381651782683308
32888771,cfgv,0.06367877562367674
32883616,msrest,0.0636687945852141
32593455,pre-commit,0.06310698893994565
32230326,pycryptodomex,0.06240390367982905
32143284,execnet,0.062235374184219865
31843271,semver,0.061654493235181476
31732006,slack-sdk,0.06143906350782048
31731171,ipykernel,0.06143744679256998
31617529,redshift-connector,0.06121741475125636
31484743,google-cloud-secret-manager,0.06096031636652301
31458372,setproctitle,0.06090925720739626
31292565,pyflakes,0.06058822402711005
31020470,mysql-connector-python,0.060061397516830164
30921605,azure-common,0.0598699764949855
30708284,comm,0.05945694737648125
30557722,azure-storage-file-datalake,0.05916543135067864
30522895,gcsfs,0.05909799980333849
30521665,opentelemetry-util-http,0.05909561829464615
30449075,tinycss2,0.05895507055807908
30391882,colorlog,0.05884433427625678
30320800,requests-file,0.05870670630807025
30301681,bleach,0.058669688369298714
30116035,rfc3339-validator,0.05831024319637228
30107283,tableauserverclient,0.05829329769712396
30047869,oss2,0.05817826114635394
29960550,mistune,0.05800919532724249
29798693,apache-beam,0.05769581008137479
29682492,pytest-mock,0.057470823340269546
29636776,sqlalchemy-bigquery,0.057382308664351366
29402780,nbformat,0.05692924890177046
29314197,text-unidecode,0.05675773574364509
29145929,apache-airflow-providers-common-sql,0.05643193760978825
29113372,editables,0.05636890120450634
29100637,nbconvert,0.05634424387670387
29078385,dataclasses-json,0.0563011598674176
29038569,google-cloud-resource-manager,0.05622406868847897
28949881,notebook,0.05605235223083108
28796950,croniter,0.0557562493805633
28782508,tiktoken,0.05572828698338047
28696069,nbclient,0.05556092500788631
28417799,types-pyyaml,0.05502214254949647
28391685,elasticsearch,0.05497158099015341
28335570,typeguard,0.05486293191676229
28107632,flake8,0.054421601568537675
27310584,pydantic-settings,0.05287836844640914
26988663,python-multipart,0.05225506953604398
26954929,google-cloud-aiplatform,0.05218975423992393
26837205,overrides,0.051961818687649215
26734591,pytzdata,0.05176313890475773
26611412,nltk,0.051524641458241746
26539812,cattrs,0.051386010545744126
26467292,safetensors,0.05124559834219207
26463502,zope-interface,0.05123826019752215
26368935,xlsxwriter,0.05105516090279921
25911803,lazy-object-proxy,0.050170068356823486
25874527,jupyter-server,0.05009789509014387
25586450,tb-nightly,0.04954012445635089
25543875,ordered-set,0.04945769134043489
25480850,pg8000,0.04933566322227619
25098535,opentelemetry-instrumentation-requests,0.04859543029893083
25041721,pandocfilters,0.04848542783157553
24988032,jupyterlab-pygments,0.04838147594524753
24926918,uvloop,0.04826314787839865
24838420,humanfriendly,0.04809179929607722
24678975,watchfiles,0.04778308413066964
24611537,opentelemetry-exporter-prometheus,0.047652511624007424
24531431,astroid,0.047497411513999964
24450370,simplejson,0.04734046234643055
24429817,pbs-installer,0.047300667917037215
24339816,gevent,0.04712640924726489
24138656,argon2-cffi,0.046736926085840014
24116369,findpython,0.04669377431004623
24003371,google-pasta,0.046474989172470726
23875536,google-cloud-appengine-logging,0.046227476844270546
23820092,argon2-cffi-bindings,0.04612012695163761
23783990,databricks-sql-connector,0.04605022676723832
23740380,toolz,0.045965789698886074
23730276,fastavro,0.045946226476262106
23721481,docstring-parser,0.04592919772101886
23659167,pinotdb,0.0458085462310555
23561539,deepdiff,0.045619520271204694
23465703,datasets,0.04543396395653818
23366206,gym,0.04524131926518657
23278795,absl-py,0.04507207531696968
23275450,python-telegram-bot,0.04506559877503805
23251258,nvidia-cublas-cu12,0.04501875856505003
23247362,xlrd,0.04501121518467167
23221107,jupyterlab-server,0.04496038062311266
23193420,nvidia-cusparse-cu12,0.044906773443303696
23101810,aenum,0.044729399450372034
23046835,altair,0.04462295762893968
22953310,json5,0.04444187583995449
22921015,durationpy,0.044379346715385896
22880540,httptools,0.04430097958992024
22711793,nvidia-nvjitlink-cu12,0.04397425402300354
22703242,pylint,0.0439576976971269
22676131,pysocks,0.043905205760412895
22624162,databricks-sdk,0.04380458411388233
22520351,graphql-core,0.043603586716434134
22518029,structlog,0.0435990908927076
22496585,pandas-gbq,0.04355757132165176
22473522,responses,0.04351291706557728
22348320,types-protobuf,0.04327050271492746
22346824,retry,0.043267606180778066
22344539,nvidia-cufft-cu12,0.043263181995930905
22195123,nvidia-curand-cu12,0.042973884839202635
22187002,sentencepiece,0.04295816107327535
22123111,nvidia-cusolver-cu12,0.042834456218102376
22113829,nvidia-cuda-cupti-cu12,0.042816484540311825
22107174,nvidia-cudnn-cu12,0.042803599222956075
22100867,tblib,0.042791387698303526
22019710,time-machine,0.04263425265688496
21966127,nvidia-cuda-runtime-cu12,0.04253050600626541
21823406,nvidia-cuda-nvrtc-cu12,0.04225417161433003
21590533,db-dtypes,0.041803286188547104
21512646,libcst,0.04165248247511551
21349175,pbr,0.04133597222515883
21193268,tensorboard,0.04103410728556711
21136048,hvac,0.04092331872672474
21086836,pyodbc,0.0408280351447997
21030187,imageio,0.04071835214812264
21007505,webcolors,0.04067443557888701
20889964,wsproto,0.040446854348637255
20814615,tf-keras-nightly,0.040300964675092796
20814259,xxhash,0.040300275392902166
20779481,gcloud-aio-storage,0.04023293871867253
20779185,oauth2client,0.04023236560763762
20724518,h5py,0.04012652013147131
20723806,azure-keyvault-secrets,0.04012514156709005
20702775,send2trash,0.04008442164082277
20689041,thrift,0.04005783006327749
20683109,google-cloud-logging,0.04004634460834822
20648331,flatbuffers,0.03997900793411858
20624494,xgboost,0.039932855070135255
20545884,schema,0.03978065149427719
20522080,google-cloud-dataproc,0.03973456252442951
20521510,seaborn,0.03973345889845013
20493922,nvidia-nccl-cu12,0.039680043401048117
20452332,inflection,0.03959951742827191
20297139,selenium,0.039299034925433324
20290337,narwhals,0.03928586498874605
20240505,types-pytz,0.03918938097154519
20173353,ipywidgets,0.0390593622140586
20141255,appdirs,0.038997214518117974
20121968,fqdn,0.038959871300110416
20085872,oscrypto,0.03888998273282669
20062711,pkgutil-resolve-name,0.0388451387305312
20051353,async-lru,0.0388231475307526
20001039,widgetsnbextension,0.038725730271934086
19933373,isoduration,0.03859471631488012
19932182,portalocker,0.038592410317439
19925977,uri-template,0.03858039628375118
19799886,rfc3986,0.03833626066381071
19792076,aws-lambda-powertools,0.038321139051707274
19775691,terminado,0.038289414645264905
19649092,jupyterlab-widgets,0.03804429544287263
19629287,faker,0.03800594928055399
19421136,adal,0.0376029302433013
19355202,confluent-kafka,0.03747526976027592
19328133,triton,0.037422859143370915
19293047,rfc3986-validator,0.037354926123875226
19290684,types-setuptools,0.03735035091652562
19226990,python-daemon,0.037227027489980594
19205327,pymssql,0.03718508389420635
19189249,notebook-shim,0.0371539538968441
19173453,plotly,0.03712336990391377
19100881,dbt-core,0.036982857018693416
19090463,sagemaker,0.03696268583368782
19017990,authlib,0.03682236463087441
19012512,jupyter-events,0.03681175820435679
19005450,dbt-adapters,0.03679808485932805
18994560,progressbar2,0.036776999794564086
18948877,coloredlogs,0.03668854901278157
18852363,tox,0.03650167996405538
18800446,loguru,0.0364011589991931
18773784,yamllint,0.036349536409961095
18731374,google-cloud-spanner,0.03626742276472333
18678277,google-cloud-audit-log,0.036164617100465146
18526540,google-cloud-bigquery-storage,0.03587082605619627
18451521,hpack,0.035725575324008295
18315128,numba,0.03546149311662997
18260676,hyperframe,0.03535606392043835
18179954,microsoft-kiota-authentication-azure,0.03519977111989878
18149142,deprecation,0.035140113359062516
18078292,h2,0.03500293458601145
18033859,tensorflow,0.03491690403663984
18007665,python-utils,0.03486618758242249
18002616,django,0.03485641177966829
17989647,sshtunnel,0.0348313013843585
17978127,trio,0.03480899652245944
17928381,gcloud-aio-bigquery,0.034712679017248456
17900473,jupyter-server-terminals,0.03465864394034924
17878249,linkify-it-py,0.034615614144268975
17873092,antlr4-python3-runtime,0.03460562923343447
17850169,langchain-community,0.03456124604339002
17791520,pytest-rerunfailures,0.03444769067485548
17673634,delta-spark,0.034219441460460305
17671182,llvmlite,0.03421469393256304
17633464,click-plugins,0.03414166487170291
17581557,google-cloud-vision,0.03404116326869992
17560379,apache-airflow,0.03400015872310112
17375803,mock,0.03364278526911842
17367337,google-ads,0.03362639351904573
17330189,sqlalchemy-spanner,0.033554468084164984
17240268,flit-core,0.03338036430926696
17227750,lockfile,0.033356127133811024
17184082,pydata-google-auth,0.03327157776667491
17154097,jupyter-lsp,0.033213521231601706
17128197,kombu,0.0331633740160474
17016635,graphviz,0.03294736924146556
16950943,nvidia-nvtx-cu12,0.03282017731543493
16924270,twine,0.032768533428157706
16905697,pathos,0.032732572646903255
16873912,types-urllib3,0.03267103097715833
16791170,duckdb,0.03251082708104271
16790556,google-cloud-bigtable,0.03250963826288247
16726931,limits,0.03238644843316653
16713202,snowballstemmer,0.032359866536550895
16592192,pipenv,0.032125568677314344
16540182,great-expectations,0.03202486764716069
16405351,celery,0.03176380976220306
16403783,entrypoints,0.0317607738226668
16289309,google-cloud-dlp,0.03153913087466048
16283041,pox,0.03152699486125916
16248406,ppft,0.031459935061617324
16202713,semantic-version,0.03137146491797551
16183534,universal-pathlib,0.031334330808048254
16169288,retrying,0.03130674790330745
16142934,requests-mock,0.0312557216593415
16125062,bs4,0.031221118144423098
16121479,readme-renderer,0.03121418079024043
15985896,microsoft-kiota-http,0.030951666893464385
15911283,outcome,0.030807202252763483
15845756,moto,0.030680329797411084
15794395,tldextract,0.03058088535192519
15774183,aws-requests-auth,0.030541751161933542
15760686,ijson,0.03051561846045337
15757792,psycopg2,0.0305100151383756
15732918,fastapi-cli,0.03046185444958418
15722807,vine,0.030442277673658716
15702549,sphinxcontrib-serializinghtml,0.030403054419114343
15692468,azure-mgmt-core,0.03038353572876674
15690888,amqp,0.03038047655499933
15680930,mdit-py-plugins,0.030361196015520963
15547318,langchain-text-splitters,0.03010249834121046
15496233,billiard,0.030003588283040897
15495127,aiosqlite,0.03000144686140371
15489197,apache-airflow-providers-cncf-kubernetes,0.029989965278846294
15478331,dbt-common,0.029968926682544635
15460814,smdebug-rulesconfig,0.029935010513630938
15341423,omegaconf,0.02970384733941301
15332848,gast,0.029687244545074085
15285661,google-cloud-monitoring,0.029595881739654738
15279166,zeep,0.029583306212047588
15207988,prettytable,0.029445492370011893
15173092,html5lib,0.029377927225842666
14972474,trio-websocket,0.028989493477191163
14966804,humanize,0.02897851530297522
14965947,looker-sdk,0.02897685599163429
14957813,apache-airflow-providers-google,0.02896110705528994
14879686,ipython-pygments-lexers,0.02880983865723545
14879239,botocore-stubs,0.028808973182125303
14844124,flask-wtf,0.02874098401323768
14826874,gcloud-aio-auth,0.028707584805966954
14791886,pybind11,0.02863984153269228
14788681,docker-pycreds,0.028633636056790673
14785330,pycountry,0.028627147897743475
14764314,google-cloud-kms,0.028586457014265123
14699664,types-awscrt,0.028461282593972227
14696112,boto3-stubs,0.028454405261553354
14667968,spacy,0.02839991324477496
14586657,opencv-python,0.028242480030723365
14571167,rich-argparse,0.02821248851068722
14531823,nh3,0.028136311211506965
14529220,yapf,0.02813127131953446
14515291,unidecode,0.02810430218573307
14503801,alabaster,0.028082055409411878
14469897,gspread,0.028016410961683953
14373109,bitarray,0.02782901139801329
14296623,click-didyoumean,0.027680920281067854
14280991,gremlinpython,0.027650653822629826
14263768,freezegun,0.02761730689237918
14252572,wandb,0.02759562935472103
14199656,google-cloud-tasks,0.027493174140115945
14194522,brotli,0.027483233761557806
14158820,simple-salesforce,0.027414108051530016
14148458,pytest-runner,0.027394045292936434
14090997,imagesize,0.027282790113285237
14076355,thinc,0.02725444047891666
14054329,types-s3transfer,0.027211794047650284
14045733,torchvision,0.02719515059340685
13993506,blis,0.02709402941090667
13978517,ecdsa,0.02706500792002082
13933763,avro-python3,0.02697835585496609
13869970,eventlet,0.026854840746014127
13837876,azure-datalake-store,0.026792700794817218
13830801,mashumaro,0.026779002279371397
13806617,docopt,0.026732177558870807
13687998,statsmodels,0.02650250912018987
13668578,google-cloud-datacatalog,0.026464908389453784
13626616,click-repl,0.026383662155512088
13617218,pywin32,0.026365465880153816
13562162,mergedeep,0.026258867227661232
13561965,sphinxcontrib-htmlhelp,0.02625848579903327
13539164,sphinxcontrib-qthelp,0.02621433882367212
13537098,sphinxcontrib-applehelp,0.02621033866354335
13530521,sphinxcontrib-devhelp,0.026197604368690043
13511305,agate,0.02616039861988342
13428963,ujson,0.0260009691981393
13428598,google-cloud-bigquery-datatransfer,0.02600026249027531
13389558,mypy-boto3-s3,0.02592467379161739
13286632,pytimeparse,0.02572538991871613
13278201,google-cloud-language,0.025709065935150946
13225107,google-cloud-container,0.025606266079450542
13220695,sphinxcontrib-jsmath,0.025597723627132956
13208547,mlflow,0.02557420284047065
13179661,google-cloud-translate,0.02551827417373313
13166335,google-cloud-firestore,0.025492472560046768
13126164,tensorboard-data-server,0.025414694035103446
13100509,hypothesis,0.025365021185101682
13098055,catalogue,0.025360269784832558
13081845,google-cloud-videointelligence,0.025328884210927723
13043809,preshed,0.02525523944294225
13033854,srsly,0.02523596471202167
13025700,flask-login,0.025220177051958746
12970769,wasabi,0.025113820422707253
12968049,google-cloud-workflows,0.025108553996981083
12962693,google-cloud-compute,0.025098183785146767
12954916,apache-airflow-providers-snowflake,0.025083126067178975
12942256,langcodes,0.025058613953321155
12931671,ninja,0.025038119425265463
12883626,google-cloud-speech,0.024945095372319263
12875403,mlflow-skinny,0.02492917411542725
12864981,google-cloud-automl,0.024908995185677945
12863877,google-cloud-build,0.02490685763641262
12848953,google-cloud-dataplex,0.024877961997612143
12839964,monotonic,0.024860557622298718
12839004,mysqlclient,0.02485869888380713
12834864,kafka-python,0.024850683074062154
12801609,dacite,0.02478629521100198
12793677,cymem,0.024770937384215236
12787527,google-cloud-redis,0.024759029840753496
12769418,astronomer-cosmos,0.024723967449769988
12754182,murmurhash,0.02469446772095974
12717313,jsonpickle,0.02462308248195311
12704074,patsy,0.024597449316442553
12679211,zope-event,0.024549309925696344
12668020,cached-property,0.02452764206896784
12657585,google-cloud-memcache,0.024507437968801463
12639023,ddtrace,0.024471498485592234
12613281,google-cloud-os-login,0.024421657187414667
12550372,types-redis,0.024299853666823707
12530144,sqlalchemy-jsonfield,0.024260688497857202
12515271,marshmallow-oneofschema,0.024231891604539084
12502068,google-cloud-orchestration-airflow,0.02420632814172196
12465301,flask-cors,0.024135140393680064
12416119,keras,0.024039914897332884
12381455,spacy-legacy,0.02397279894829912
12374323,flask-limiter,0.023958990070255363
12350531,httpx-sse,0.023912924334638836
12301270,spacy-loggers,0.02381754587960329
12286133,pip-tools,0.023788237833199985
12272522,psycopg,0.023761884406523937
12250652,langchain-google-vertexai,0.023719540020262442
12224813,google-cloud-dataform,0.023669510912049788
12222382,google-cloud-dataproc-metastore,0.023664804044057026
12219999,opt-einsum,0.023660190112988845
12147001,jpype1,0.023518852412562852
12118026,onnxruntime,0.023462751425277675
12117514,google-cloud-texttospeech,0.02346176009808216
12071047,confection,0.023371791346531508
12049090,pickleshare,0.023329278512094213
12043294,apache-airflow-providers-mysql,0.023318056378451246
12005581,asyncpg,0.023245036998520763
11970082,msrestazure,0.0231763043342365
11966358,asynctest,0.023169093977837885
11949377,pytest-timeout,0.02313621560458199
11894492,eval-type-backport,0.02302994803988322
11858505,backcall,0.022960270516865736
11851367,tensorflow-estimator,0.022946450021706404
11823022,apache-airflow-providers-ssh,0.022891568831556335
11745186,argparse,0.022740863863607106
11722270,grpcio-gcp,0.022696494226864154
11679964,python-http-client,0.022614581944962978
11679176,cron-descriptor,0.02261305623045113
11662341,marisa-trie,0.022580460540340835
11610308,apache-airflow-providers-databricks,0.022479714977910823
11588960,parsedatetime,0.02243838128070413
11582325,microsoft-kiota-abstractions,0.022425534687066956
11562191,imbalanced-learn,0.022386551519577753
11550611,flask-sqlalchemy,0.02236413048652297
11505040,types-deprecated,0.022275896557564463
11494372,opentelemetry-instrumentation-asgi,0.02225524132607669
11463036,rich-click,0.022194569003813763
11457841,pydeequ,0.02218451051791397
11439116,elastic-transport,0.022148255436398357
11406119,graphene,0.0220843671093078
11390113,types-paramiko,0.022053376517332426
11377710,langchain-openai,0.02202936200325829
