download_count,project,download_percentage
820137,apsw,0.0015879377190371562
819731,fasttext,0.0015871516275500887
819635,azureml-mlflow,0.00158696575370093
819387,super-collections,0.001586485579590603
816184,array-record,0.0015802839760608563
816072,panel,0.0015800671232368375
813467,policyuniverse,0.001575023358892476
813036,mockito,0.0015741888627571901
812279,textwrap3,0.0015727231700091355
810687,sklearn-compat,0.0015696407620105852
809582,django-oauth-toolkit,0.00156750127655933
809423,facexlib,0.0015671934229966606
809109,crewai,0.001566585460615037
808367,comfyui-frontend-package,0.0015651488106559134
807693,apache-airflow-providers-oracle,0.0015638438213399445
807630,boost-histogram,0.001563721841626434
807505,braintree,0.0015634798183853417
806576,mouseinfo,0.0015616811016575445
806229,quart,0.0015610092451402722
804481,apache-airflow-providers-apache-spark,0.001557624792136839
803764,tink,0.0015562365468259338
803710,coreschema,0.0015561319927857823
803084,ebcdic,0.0015549199403943922
802706,flask-mail,0.0015541880621133294
800538,asteval,0.001549990411019826
800445,boto3-stubs-lite,0.0015498103457284535
799509,fastprogress,0.001547998075699155
798612,clr-loader,0.0015462613169210772
798137,update-checker,0.0015453416286049268
797728,python-ipware,0.001544549728560073
796375,treelib,0.0015419300689984911
796209,rdkit,0.0015416086621343205
796118,stdlib-list,0.0015414324692148054
794574,py-ecc,0.0015384429981408344
794538,htmlmin,0.0015383732954473998
794391,dagster-cloud,0.0015380886761158753
793882,vtk,0.0015371031574781479
793831,setuptools-git,0.0015370044119957823
791201,pymsgbox,0.001531912243003202
790924,workalendar,0.0015313759195009417
789920,docxcompose,0.001529431988828489
789900,josepy,0.0015293932651099143
789824,traceback2,0.0015292461149793305
789608,rtoml,0.0015288278988187232
786956,asyncstdlib,0.0015236931337357104
786867,linecache2,0.001523520813188053
786584,types-lxml,0.0015229728725702201
785216,requests-auth-aws-sigv4,0.001520324170219707
784927,spinners,0.0015197646124863017
784755,azure-schemaregistry-avroserializer,0.0015194315885065587
784713,mem0ai,0.0015193502686975519
784404,shopifyapi,0.001518751987245572
783114,log-symbols,0.0015162543073975003
781900,prefect-gcp,0.0015139037776800129
781216,opencensus-ext-logging,0.0015125794265047562
780917,grapheme,0.0015120005069120636
779694,future-fstrings,0.0015096325515212173
779439,mypy-boto3-dataexchange,0.0015091388241093894
779433,statsforecast,0.0015091272069938167
777356,yappi,0.0015051057488198287
775009,types-flask,0.001500561520445081
774549,logzio-python-handler,0.0014996708749178617
773679,initools,0.00149798639315986
773220,types-ipaddress,0.0014970976838185694
772532,ansiwrap,0.001495765587899598
771375,polling2,0.0014935254207800483
770957,red-discordbot,0.001492716095061836
770714,types-httplib2,0.0014922456018811527
770094,brotlipy,0.0014910451666053353
769225,langchain-ollama,0.0014893626210332623
768730,zc-lockfile,0.001488404208998537
768641,pyroute2,0.0014882318884508795
768208,amazon-textract-response-parser,0.0014873935199437361
767341,awslambdaric,0.0014857148467435205
766070,sqlalchemy-trino,0.0014832539544280948
765895,pytest-lazy-fixture,0.0014829151218905656
765545,mypy-boto3-sns,0.0014822374568155075
765403,llama-index-legacy,0.0014819625184136266
764246,rjsmin,0.001479722351294077
762220,django-picklefield,0.0014757996386024546
762170,wadler-lindig,0.0014757028293060177
761543,pyactiveresource,0.0014744888407286993
761416,gitdb2,0.0014742429451157495
760850,dagster-dbt,0.001473147063880084
760740,pre-commit-hooks,0.001472934083427923
758954,milvus-lite,0.0014694760553591974
758243,keras-tuner,0.0014680994271638647
758223,python-certifi-win32,0.00146806070344529
756209,cachy,0.0014641612249848123
756006,hist,0.0014637681792412786
755921,uhi,0.0014636036034373359
754880,histoprint,0.0014615880338855198
754730,pydantic-graph,0.0014612976059962092
754228,pyopengl,0.001460325640659983
752974,apache-airflow-providers-salesforce,0.0014578976635053458
750068,pymongocrypt,0.001452271107196434
748677,pytest-recording,0.0014495778725695599
748245,vector,0.0014487414402483453
747715,opentelemetry-instrumentation-asyncpg,0.0014477152617061143
747509,dotty-dict,0.0014473164074047943
745670,livy,0.0014437557614818456
745573,credstash,0.001443567951446758
743886,transitions,0.0014403016057849775
743839,argparse-addons,0.001440210605046327
743309,pydantic-ai,0.0014391844265040957
742978,libsass,0.0014385435489616836
742880,pythonnet,0.0014383538027406674
741959,google-cloud-documentai,0.0014365705755003
741953,pytest-freezegun,0.0014365589583847274
741462,clang,0.0014356082910937174
740973,pysbd,0.0014346614961745646
740813,elementary-data,0.0014343517064259665
740197,oslo-config,0.0014331590158938642
740023,ntlm-auth,0.0014328221195422637
739600,crypto,0.0014320031128944078
739128,stone,0.0014310892331360434
736996,treescope,0.0014269612847359746
736617,flasgger,0.0014262274702689832
736233,recommonmark,0.001425483974872348
734151,verboselogs,0.0014214528357687159
733715,pystan,0.0014206086587037862
733688,freetype-py,0.0014205563816837104
733414,types-openpyxl,0.0014200258667392363
732934,tinydb,0.0014190964974934422
732390,opentelemetry-resourcedetector-kubernetes,0.001418043212348209
732157,oslo-i18n,0.001417592081026813
731887,macholib,0.0014170693108260539
729760,pysnmp,0.0014129510433556287
729482,pyexcel,0.0014124127836674396
729311,dagster-spark,0.0014120816958736256
726882,starlette-exporter,0.0014073787002527216
726072,zfit,0.001405810389650444
725831,sanic-routing,0.001405343768841618
725637,versioneer-518,0.001404968148771443
725524,apache-airflow-providers-datadog,0.0014047493597614958
725070,elasticsearch-dbapi,0.0014038703313498488
724801,progress,0.0014033494973350184
724701,jiwer,0.0014031558787421447
724405,jacobi,0.0014025827677072381
724210,torchdata,0.0014022052114511345
723565,google-cloud-iam,0.0014009563715270987
723540,sampleproject,0.0014009079668788802
723446,django-taggit,0.0014007259654015788
722920,zfit-interface,0.0013997075316030626
722817,morefs,0.0013995081044524027
722038,uuid7,0.001397999815613916
722002,asyncclick,0.0013979301129204817
721335,cibuildwheel,0.0013966386769060134
721072,nulltype,0.0013961294600067556
720582,pyshp,0.001395180728901674
720042,rpyc,0.0013941351885001555
719138,flake8-print,0.0013923848764205767
718544,crewai-tools,0.0013912347819789064
718414,ddt,0.0013909830778081706
718227,kt-legacy,0.0013906210110394967
718169,onfido-python,0.0013905087122556298
717970,paste,0.0013901234112558111
717700,opentelemetry-resourcedetector-docker,0.0013896006410550519
716594,docstring-to-markdown,0.001387459219417868
715606,dict2xml,0.0013855462677202753
713618,flake8-import-order,0.0013816971300939446
713171,databricks-feature-engineering,0.0013808316549837989
712746,jsonschema-spec,0.0013800087759640854
712242,langchain-cohere,0.0013790329382560014
711464,wasmer,0.0013775265856034438
710831,httpx-ws,0.0013763009799105527
710003,easyocr,0.0013746978179615579
709749,celery-types,0.0013742060267356584
709586,clikit,0.0013738904284292743
708996,flake8-builtins,0.001372748078731319
708788,gluonts,0.0013723453520581414
707766,guppy3,0.0013703665700389716
707526,matrix-client,0.0013699018854160744
707009,intuit-oauth,0.0013689008772909171
706245,firecrawl-py,0.0013674216312413617
704573,django-anymail,0.001364184328368512
704424,base64io,0.0013638958366651301
703645,dagster-k8s,0.0013623875478266435
701976,decli,0.0013591560535115804
701530,xopen,0.0013582925145873633
700446,apache-airflow-providers-vertica,0.0013561936890406116
700389,phik,0.0013560833264426734
700344,fastapi-utils,0.0013559961980758803
699500,html-testrunner,0.0013543620571520257
697444,opentelemetry-exporter-prometheus-remote-write,0.001350381258882541
697116,commitizen,0.0013497461898979149
697105,attrdict,0.0013497248918526987
696198,textparser,0.001347968771215334
695669,pytelegrambotapi,0.0013469445288590315
695540,opentelemetry-instrumentation-system-metrics,0.0013466947608742244
694866,debtcollector,0.0013453897715582552
694745,wurlitzer,0.001345155493060878
694498,os-service-types,0.0013446772551364797
693736,tree-sitter-yaml,0.0013432018814587814
693560,aws-cdk-asset-node-proxy-agent-v5,0.0013428611127353238
692613,fido2,0.001341027544660809
692425,banal,0.0013406635417062063
692315,cinemagoer,0.0013404505612540454
691949,hellosign-python-sdk,0.0013397419172041273
691758,oslo-serialization,0.0013393721056917383
691243,flash-attn,0.0013383749699384384
690447,localstack-core,0.0013368337659391632
690169,jenkinsapi,0.0013362955062509742
689568,gliner,0.0013351318585078029
688910,sphinx-tabs,0.0013338578481666933
688769,eradicate,0.0013335848459507414
687147,itables,0.0013304443523743288
686534,wasmer-compiler-cranelift,0.0013292574704000125
686476,watchgod,0.0013291451716161459
686254,codecov,0.0013287153383399661
685592,tentaclio,0.0013274335832551417
685453,bootstrap-flask,0.001327164453411047
685186,line-profiler,0.0013266474917680742
685176,tox-gh-actions,0.0013266281299087867
685091,flake8-black,0.001326463554104844
684517,recurring-ical-events,0.0013253521833817487
683435,django-mptt,0.0013232572302068544
681359,pip-licenses,0.0013192377082187948
680665,cron-validator,0.001317893995184251
680260,types-aiobotocore-dataexchange,0.0013171098398831122
679235,datadog-lambda,0.0013151252493061561
678907,duckdb-engine,0.00131449018032153
677556,azure-storage,0.0013118743931318055
677464,mkdocs-section-index,0.0013116962640263615
677042,param,0.0013108791935644343
676737,simple-azure-blob-downloader,0.0013102886568561692
675380,frictionless,0.0013076612525508723
675026,esp-idf-monitor,0.0013069758427320989
674940,pynput,0.0013068093307422276
673373,swagger-spec-validator,0.0013037753273918956
673019,langchain-pinecone,0.0013030899175731224
672572,icecream,0.0013022244424629767
672402,tensorflow-cpu,0.0013018952908550913
670401,apache-airflow-providers-apache-kafka,0.001298020982811687
669940,rpaframework,0.001297128401098539
669841,docformatter,0.0012969367186915941
668892,typing-utils,0.0012950992782452219
668563,ariadne-codegen,0.0012944622730746672
667840,urlobject,0.00129306241064819
667749,ruamel-yaml-jinja2,0.0012928862177286748
667596,sudachidict-core,0.001292589981281578
666687,tensorflow-model-optimization,0.0012908299882723553
666096,iterative-telemetry,0.0012896857023884714
665726,opentelemetry-instrumentation-pymongo,0.0012889693135948383
665593,django-ninja,0.0012887118008663163
665471,imdbpy,0.0012884755861830102
665449,httmock,0.001288432990092578
665059,django-ratelimit,0.0012876778775803704
664795,pymisp,0.0012871667244951836
663627,pluginbase,0.0012849052593304178
663405,pip-system-certs,0.001284475426054238
662834,langchain-postgres,0.001283369863888929
662709,pymannkendall,0.0012831278406478367
662514,honcho,0.0012827502843917329
662342,httpretty,0.00128241726041199
660931,import-linter,0.001279685302066541
660636,drf-nested-routers,0.0012791141272175633
660622,clean-fid,0.0012790870206145612
660371,dateutils,0.001278601037946448
660231,mypy-boto3-ecs,0.0012783299719164247
659336,sqlalchemy-hana,0.0012765970855102044
658840,django-ses,0.0012756367372895505
658588,extract-msg,0.0012751488184355086
658572,python-frontmatter,0.0012751178394606487
658074,nibabel,0.0012741536188681374
657806,dpkt,0.0012736347210392357
657741,django-compressor,0.0012735088689538679
655839,databricks-pypi2,0.0012698262433174087
655409,dify-plugin,0.0012689936833680515
655191,google-api-python-client-stubs,0.0012685715948355866
654298,types-maxminddb,0.001266842580801224
654243,utilsforecast,0.0012667360905751434
652422,x-wr-timezone,0.001263210295998912
651400,model-bakery,0.001261231513979742
651260,pytest-github-actions-annotate-failures,0.0012609604479497188
650603,anybadge,0.001259688373794538
649757,aiodataloader,0.0012580503604988258
648551,azureml-dataprep-rslex,0.0012557153202687682
648453,aws-cdk-aws-glue-alpha,0.001255525574047752
647877,opentracing,0.001254410330952799
647776,palettable,0.0012542147761739964
647297,crccheck,0.0012532873431141311
647010,bson,0.0012527316577525835
646051,braintrust-core,0.001250874855446924
645764,lancedb,0.0012503191700853763
645518,tentaclio-s3,0.0012498428683469067
645180,pyexcel-xlsx,0.0012491884375029935
644330,domdf-python-tools,0.0012475426794635665
644251,mecab-python3,0.0012473897207751963
643676,parsy,0.001246276413866172
643240,openstacksdk,0.0012454322368012423
643090,shandy-sqlfmt,0.0012451418089119315
640402,pytest-snapshot,0.0012399373411354846
640290,flake8-quotes,0.001239720488311466
640273,awscliv2,0.0012396875731506775
638953,mercantile,0.0012371318077247437
638732,subprocess32,0.0012367039106344927
638478,untokenize,0.0012362121194085932
638005,open3d,0.0012352963034643004
637663,aiodocker,0.0012346341278766722
637537,enrich,0.001234390168449651
637187,patterns,0.001233712503374593
636948,types-dateparser,0.0012332497549376246
636557,testtools,0.0012324927062394883
635833,pylatexenc,0.0012310909076270822
634122,delta,0.0012277780935030119
633290,python-lsp-server,0.001226167186810302
633038,flake8-eradicate,0.0012256792679562604
632677,jinja2-time,0.001224980304835986
631585,singleton-decorator,0.0012228659898018044
630385,mapbox-earcut,0.0012205425666873193
629770,ml-collections,0.0012193518123411453
629690,pytorch-metric-learning,0.0012191969174668465
629507,jinja2-cli,0.0012188425954418876
629474,pulsar-client,0.001218778701306239
628592,skl2onnx,0.0012170709853170925
627870,fastdiff,0.0012156730590765438
627805,flufl-lock,0.0012155472069911757
627670,databricks-labs-lsql,0.0012152858218907963
626554,types-aiobotocore-dynamodb,0.0012131250383943248
626259,openai-whisper,0.0012125538635453473
626047,flask-oidc,0.0012121433921284549
625843,pyxdg,0.0012117484101989925
625577,scikit-optimize,0.001211233384741948
625461,pysam,0.0012110087871742147
625449,ibm-cos-sdk,0.0012109855529430697
625311,types-stripe,0.0012107183592849039
624758,easygui,0.001209647648466312
624697,urwid-readline,0.001209529541124659
624583,django-polymorphic,0.001209308815928783
624173,dataset,0.0012085149796980004
623216,braintrust,0.0012066620497641985
622343,molecule,0.0012049717594484104
622211,verspec,0.0012047161829058172
622110,requests-pkcs12,0.0012045206281270145
621952,quantlib,0.001204214710750274
621742,snakeviz,0.0012038081117052392
621369,snapshottest,0.0012030859143538199
621186,pyarabic,0.001202731592328861
620362,flask-basicauth,0.0012011361751235812
619263,uvicorn-worker,0.0011990083067878984
617765,pytest-azurepipelines,0.0011961079002666493
617464,rfc3339,0.0011955251083020993
617325,property-manager,0.0011952559784580046
617101,tmtools,0.0011948222728099674
616828,openapi-schema-pydantic,0.001194293694051422
616295,ibm-cos-sdk-core,0.001193261706951405
616190,apache-airflow-providers-tableau,0.0011930584074288874
615828,newspaper3k,0.0011923575081226843
615110,python-cinderclient,0.0011909673266258507
614721,flake8-noqa,0.0011902141502995716
614139,tensorflow-io,0.0011890872900890462
614139,ibm-cos-sdk-s3transfer,0.0011890872900890462
613644,flask-debugtoolbar,0.0011881288780543212
612052,pypinyin,0.0011850464700557707
611985,pytest-factoryboy,0.0011849167455985454
611020,sqlalchemy-mate,0.0011830483261773134
610567,shiboken6,0.0011821712339515952
610488,opentelemetry-propagator-b3,0.001182018275263225
609960,scons,0.0011809959690928513
609898,nose2,0.0011808759255652697
609739,patool,0.0011805680720026004
609459,opentelemetry-instrumentation-langchain,0.0011800259399425538
609094,publish-event-sns,0.0011793192320785646
608974,cheetah3,0.001179086889767116
608531,lxml-stubs,0.0011782291594006854
606027,livereload,0.001173380949835126
605308,grandalf,0.0011719888321523636
605239,cuda-python,0.0011718552353232807
605198,dagster-slack,0.0011717758517002025
604966,types-pyasn1,0.0011713266565647354
604847,sphinxcontrib-websupport,0.0011710962504392155
603758,hdbscan,0.0011689877439628202
603441,tbats,0.0011683739730234104
603029,pyside6-essentials,0.0011675762644207702
602177,azure-mgmt-kusto,0.0011659266340094858
601886,django-formtools,0.0011653632039042234
601752,opentelemetry-instrumentation-pika,0.0011651037549897723
601443,typeshed-client,0.0011645054735377925
600802,customerio,0.0011632643783574714
600258,pyqt6,0.001162211093212238
600170,scikeras,0.0011620407088505094
600127,git-remote-codecommit,0.0011619574528555735
599117,dspy,0.0011600019050675486
598653,deep-translator,0.001159103514796614
597831,modelscope,0.001157511969963192
597352,tqdm-multiprocess,0.0011565845369033265
597200,dvclive,0.0011562902366421585
596753,flask-dance,0.0011554247615320125
596561,types-pkg-resources,0.001155053013833695
596252,kafka-python-ng,0.001154454732381715
595293,nbsphinx,0.0011525979300760554
594632,mdx-truly-sane-lists,0.00115131811117716
594298,langchain-groq,0.0011506714250769615
593973,flameprof,0.0011500421646501217
593542,google-cloud-error-reporting,0.001149207668514836
591490,strict-rfc3339,0.001145234614989066
591357,luqum,0.0011449771022605437
591343,sphinxcontrib-bibtex,0.0011449499956575416
591227,clearml-agent,0.001144725398089808
590976,mypy-boto3-cloudwatch,0.001144239415421695
590099,opentelemetry-instrumentation-aws-lambda,0.0011425413803621918
589735,argh,0.0011418366086841313
589234,databricks-feature-store,0.0011408665795338338
588906,pyside6,0.0011402315105492077
588793,imblearn,0.0011400127215392603
588251,dvc,0.0011389633087658846
587972,roundrobin,0.0011384231128917669
587212,alembic-postgresql-enum,0.0011369516115859262
587109,markuppy,0.001136752184435266
584987,mlxtend,0.0011326435978944848
584336,uszipcode,0.0011313831408548765
583075,pdfrw,0.0011289416103987381
582627,opentelemetry-exporter-jaeger-thrift,0.0011280741991026636
582420,lmfit,0.001127673408615415
581754,zigpy,0.0011263839087868757
581116,mypy-boto3-emr,0.001125148622164341
581018,text2num,0.0011249588759433247
580868,python3-logstash,0.0011246684480540141
580690,torchtext,0.0011243238069586986
580521,stomp-py,0.0011239965915367423
580330,airbyte-cdk,0.0011236267800243532
580213,logfire-api,0.001123400246270691
579446,opentelemetry-instrumentation-tortoiseorm,0.001121915191663349
579221,certifi-linux,0.001121479549829383
578248,requestsexceptions,0.0011195956409207214
578043,annoy,0.00111919872280533
577880,bert-score,0.0011188831244989459
577737,airflow-provider-great-expectations,0.0011186062499111363
577686,pyside6-addons,0.0011185075044287708
577567,basedpyright,0.001118277098303251
577266,apache-airflow-providers-openlineage,0.0011176943063387007
576974,flyteidl,0.0011171289400475095
576387,check-manifest,0.0011159923989073404
576359,wetextprocessing,0.0011159381857013357
576355,looseversion,0.001115930440957621
575732,delta-sharing,0.0011147241971240173
575546,pyautogen,0.001114364066541272
575351,plaid-python,0.001113986510285168
574345,pyloudnorm,0.001112038707240858
574320,opentelemetry-instrumentation-aiokafka,0.0011119903025926395
573854,torch-geometric,0.0011110880399498478
573787,pyexcel-xls,0.0011109583154926225
573783,unittest2,0.0011109505707489074
573630,mypy-boto3-sagemaker,0.0011106543343018106
573000,pyngrok,0.001109434537166706
572252,sphinx-book-theme,0.00110798627009201
572250,types-aioboto3,0.0011079823977201524
571849,pyre-extensions,0.0011072059871627287
571278,cli-helpers,0.0011061004249974195
571040,pyshark,0.00110563961274638
570954,fvcore,0.0011054731007565084
570484,azure-storage-nspkg,0.0011045630933700016
570175,adyen,0.0011039648119180218
569463,deepspeed,0.0011025862475367606
569379,coreforecast,0.0011024236079187465
569178,acme,0.0011020344345470702
568811,types-xmltodict,0.0011013238543112235
568403,pytest-vcr,0.0011005338904522986
568184,yarn-api-client,0.0011001098657339049
567613,google-cloud-scheduler,0.0010990043035685958
567529,ldaptor,0.0010988416639505817
566572,gpustat,0.00109698873401678
566478,pem,0.0010968067325394786
566225,jupyter-packaging,0.001096316877499508
565809,pyglet,0.0010955114241531529
565327,validate-email,0.0010945781825355014
565274,rdrobust,0.0010944755646812782
563884,django-reversion,0.0010917842662403329
563755,autofaker,0.0010915344982555257
563692,colorcet,0.0010914125185420153
563501,xmljson,0.0010910427070296264
563285,mkdocs-redirects,0.001090624490869019
562484,types-aiobotocore-lambda,0.0010890736059401003
562090,traittypes,0.0010883107486841775
562046,mypy-boto3-bedrock-runtime,0.001088225556503313
561718,logz,0.001087590487518687
561417,selenium-wire,0.001087007695554137
560896,python-calamine,0.0010859989426852646
560571,asciitree,0.001085369682258425
559764,spanishconjugator,0.0010838071802139334
559610,chromedriver-autoinstaller,0.001083509007580908
559583,django-admin-rangefilter,0.0010834567305608319
559522,python-keystoneclient,0.001083338623219179
559429,mkdocs-awesome-pages-plugin,0.0010831585579278065
559146,fast-depends,0.0010826106173099734
558901,backports-cached-property,0.0010821362517574329
558898,opencc-python-reimplemented,0.0010821304431996466
558700,scikit-build,0.0010817470783857567
558383,types-termcolor,0.0010811333074463468
557734,splunk-handler,0.001079876722778596
557726,curatorbin,0.0010798612332911662
557495,proxy-protocol,0.0010794139743416275
557347,pyqt6-qt6,0.0010791274188241744
557232,smmap2,0.0010789047574423698
556952,formic2,0.001078362625382323
556154,evergreen-lint,0.0010768175490111903
555280,ocspbuilder,0.0010751253225094737
554982,missingpy,0.0010745483391027097
554916,aiorun,0.001074420550831413
554720,ecos,0.0010740410583893805
554557,ocspresponder,0.0010737254600829964
553315,azure-cognitiveservices-speech,0.001071320717159504
553142,apache-airflow-providers-redis,0.0010709857569938324
552067,pylint-pydantic,0.0010689043571204394
551999,dbus-fast,0.001068772696477285
551585,gender-guesser,0.001067971115502788
551343,decopatch,0.0010675025585080333
551096,sparqlwrapper,0.0010670243205836351
550599,fluent-logger,0.0010660620361770525
550036,tree-sitter-go,0.001064971963499173
549922,mypy-boto3-events,0.0010647512383032969
549704,awacs,0.0010643291497708322
549066,tree-sitter-xml,0.0010630938631482974
548277,django-waffle,0.0010615662124505237
548182,pymatgen,0.0010613822747872934
547983,drf-spectacular-sidecar,0.0010609969737874745
547978,streamsets,0.001060987292857831
547557,types-futures,0.0010601721585818324
547300,opentelemetry-exporter-jaeger-proto-grpc,0.0010596745587981467
545439,watchdog-gevent,0.0010560713167847657
545399,types-tzlocal,0.0010559938693476163
545121,polyline,0.0010554556096594272
544912,pyviz-comms,0.0010550509468003212
544461,celery-redbeat,0.0010541777269464604
544404,beanie,0.0010540673643485224
543803,cuda-bindings,0.001052903716605351
543482,types-enum34,0.0010522822009222262
543313,geckodriver-autoinstaller,0.0010519549855002694
543255,tabula-py,0.0010518426867164028
543213,tracerite,0.0010517613669073958
543186,html5tagger,0.0010517090898873199
542337,tree-sitter-rust,0.0010500652680338215
542171,tree-sitter-languages,0.0010497438611696511
541944,pytest-parallel,0.0010493043469638277
541389,platformio,0.0010482297637733782
540433,snuggs,0.0010463787700255049
539979,python-memcached,0.001045499741613858
538035,breathe,0.0010417357961683919
537276,asyncache,0.00104026623104848
537253,xlutils,0.001040221698772119
537220,sagemaker-mlflow,0.0010401578046364706
537156,json-logging,0.0010400338887370316
536097,graphene-django,0.0010379834678384983
535218,androguard,0.0010362815604071378
534674,manhole,0.0010352282752619044
534505,django-widget-tweaks,0.0010349010598399478
534353,ariadne,0.0010346067595787796
533485,sqllineage,0.0010329261501926354
532668,spyne,0.0010313442862888566
532288,htmldocx,0.0010306085356359363
531224,pyutils-hep,0.0010285484338077593
531134,zipfile36,0.001028374177074173
530915,python-fsutil,0.0010279501523557796
530719,fixedwidth,0.0010275706599137467
530116,resend,0.0010264031397987181
529374,sqlakeyset,0.0010249664898395947
528826,defusedcsv,0.0010239054599506462
528820,tree-sitter-java,0.001023893842835074
528104,mypy-boto3-firehose,0.0010225075337100978
527761,dbt-athena-community,0.0010218434219365408
527290,pydantic-yaml,0.0010209314783641054
527103,pykmip,0.0010205694115954312
527061,lingua-language-detector,0.0010204880917864243
526998,interpolate,0.0010203661120729139
526784,magic-filter,0.001019951768284164
526750,reportportal-client,0.0010198859379625868
526258,pytest-docker,0.0010189333344856478
526097,quinn,0.001018621608551121
525996,gtts,0.0010184260537723186
525116,z3-solver,0.0010167222101550295
523917,jinjasql,0.0010144007232264728
523864,compressed-rtf,0.0010142981053722498
523738,manifold3d,0.001014054145945229
523710,pytest-celery,0.0010139999327392242
523211,deepface,0.0010130337759607841
522606,mkdocs-gen-files,0.001011862383473898
522448,mutf8,0.0010115564660971572
521897,apkinspector,0.0010104896276504228
521555,scooby,0.0010098274520627946
521266,array-api-compat,0.0010092678943293893
521005,mkdocs-click,0.0010087625498019887
520908,requests-oauth,0.001008574739766901
520884,logzero,0.0010085282713046114
520811,azureml-dataprep-native,0.0010083869297318137
520778,splunk-sdk,0.0010083230355961653
520154,pynose,0.0010071148555766331
519619,pydicom,0.0010060789961047584
519325,jsonfield,0.0010055097574417093
518480,mariadb,0.001003873680331926
518406,appier,0.0010037304025731994
518056,pyqt6-sip,0.0010030527374981413
517787,glfw,0.0010025319034833108
517605,netsuitesdk,0.0010021795176442805
516985,pgeocode,0.0010009790823684631
516879,ratelimiter,0.001000773846660017
516402,openexr,0.0009998502859720091
516073,extras,0.0009992132808014545
515947,types-oauthlib,0.0009989693213744333
515816,flake8-bandit,0.0009987156810177687
515615,elevenlabs,0.0009983265076460924
515507,camel-converter,0.0009981173995657888
514996,nutree,0.000997128008556204
514852,vhacdx,0.0009968491977824657
514731,miscreant,0.0009966149192850884
514447,ajsonrpc,0.0009960650424813268
514431,python-redis-lock,0.000996034063506467
513913,stamina,0.000995031119195381
513255,svg-path,0.0009937571088542716
511767,lsprotocol,0.0009908760641923098
510875,databases,0.0009891489863438757
510769,sqltap,0.0009889437506354296
510662,synapseml,0.0009887365787410547
510166,opentelemetry-instrumentation-openai,0.0009877762305204008
509478,python-openstackclient,0.0009864441346014293
509136,audioop-lts,0.000985781959013801
508699,blendmodes,0.0009849358457629425
508607,us,0.0009847577166574987
508551,hunter,0.0009846492902454893
508480,anndata,0.000984511821044549
508110,flytekit,0.000983795432250916
508106,scylla-driver,0.0009837876875072012
507088,treepoem,0.000981816650231746
506826,falcon,0.0009813093695184168
505882,imagecodecs,0.0009794816100016884
505446,avro-gen,0.0009786374329367588
505272,pytest-reportlog,0.0009783005365851586
505067,office365,0.0009779036184697672
505059,dbt-duckdb,0.0009778881289823373
504958,pyvista,0.0009776925742035348
504907,gnureadline,0.000977593828721169
504710,textfsm,0.0009772124000932078
503970,gcs-oauth2-boto-plugin,0.0009757796225059419
503883,dagster-shared,0.0009756111743301418
503321,plotly-express,0.0009745230378381912
502990,pysimdjson,0.000973882160295779
502935,types-aiobotocore-ec2,0.0009737756700696984
502735,dagster-cloud-cli,0.0009733884328839507
502122,opentok,0.0009722015509096347
502114,types-emoji,0.0009721860614222047
501614,fancycompleter,0.000971217968457836
501461,docker-image-py,0.0009709217320107389
500621,spacy-language-detection,0.0009692953358305993
500406,plette,0.0009688790558559208
500306,cmaes,0.0009686854372630469
500070,codemagic-cli-tools,0.0009682284973838648
500054,wmill,0.0009681975184090051
499832,tensorflow-gpu,0.0009677676851328253
499678,comfyui-workflow-templates,0.0009674695124997997
499154,dvc-render,0.0009664549510731412
498705,pygobject,0.0009655856035911379
498410,notifiers,0.0009650144287421603
498089,pypruningradixtrie,0.0009643929130590355
497460,pyannote-core,0.0009631750521098594
497433,djangorestframework-api-key,0.0009631227750897835
496976,fredapi,0.0009622379381203504
496966,pylru,0.000962218576261063
496498,pyannote-database,0.0009613124412464137
496404,azure-containerregistry,0.0009611304397691125
496286,appengine-python-standard,0.0009609019698295215
495727,parsley,0.000959819641895357
495690,python-matter-server,0.0009597480030159938
495437,yattag,0.0009592581479760231
494836,datarobotx,0.0009580945002328517
494609,cvxopt,0.0009576549860270283
493908,mdformat,0.0009562977196909831
493506,jupyter-cache,0.0009555193729476306
493184,mailjet-rest,0.0009548959210785771
492670,home-assistant-chip-clusters,0.000953900721511206
492070,azure-communication-email,0.0009527390099539633
492005,teamcity-messages,0.0009526131578685952
491729,eralchemy,0.0009520787705522637
491678,google-cloud-recaptcha-enterprise,0.000951980025069898
491670,dvc-data,0.0009519645355824682
491275,darglint,0.0009511997421406168
490348,versioningit,0.0009494048977846769
490214,python-redis-rate-limit,0.000949145448870226
490029,databricks-agents,0.0009487872544734096
490022,sly,0.0009487737011719084
489725,django-structlog,0.0009481986539510732
489622,pytest-ansible,0.0009479992268004133
489520,hashin,0.0009478017358356821
489368,pybtex-docutils,0.000947507435574514
488730,lazyasd,0.0009462721489519792
488637,types-bleach,0.0009460920836606067
488578,rarfile,0.0009459778486908112
488542,myst-nb,0.0009459081459973766
488406,robotframework-pabot,0.0009456448247110683
487740,types-appdirs,0.000944355324882529
487614,opentelemetry-resourcedetector-process,0.000944111365455508
487119,jsmin,0.0009431529534207829
486276,pyapns-client,0.000941520748682857
486101,zipfile-deflate64,0.0009411819161453279
486039,tree-sitter-cpp,0.0009410618726177462
485750,ascii-magic,0.000940502314884341
485089,propka,0.0009392224959854453
485019,opentelemetry-container-distro,0.0009390869629704335
